CHF 환자들의 RRIs에 대한 MFDE 평균값(index=scale).
1	5.902510697331581
2	5.767273832805466
3	5.656294283521362
4	5.624524055827503
5	5.639145321273035
6	5.588881653007031
7	5.599112102701424
8	5.56577691948453
9	5.530021129693174
10	5.500947575737269
11	5.475292377051816
12	5.426215414773275
13	5.4216272697163825
14	5.432356650058005
15	5.333783666440808
16	5.355363496851131
17	5.347771112210537
18	5.290655238549704
19	5.239959614856531
20	5.2451606493936405
21	5.172348150191295
22	5.218236609697999
23	5.164349706758728
24	5.1345436725754325
25	5.1327327044990465
