CHF 환자들의 RRIs에 대한 MCRDE 평균값(index=scale).
1	60.091616864138416
2	58.66966200801826
3	57.50385095241596
4	56.934152648447316
5	56.692789207955435
6	56.23643029149433
7	56.033740834717
8	55.65740297214451
9	54.98699817278425
10	55.21610907796246
11	54.75911816938541
12	54.40085449799284
13	54.37355458223255
14	54.121914614579566
15	54.13032874734164
16	53.71347533555117
17	53.85779529126813
18	53.57247803929819
19	53.25008278825482
20	53.514392082336016
21	53.116510324450374
22	53.05495751766967
23	52.892004610371714
24	52.83998360959287
25	52.637580575494134
