CHF 환자들의 RRIs에 대한 MDE 평균값(index=scale).
1	3.7959512001053604
2	3.68635203516561
3	3.5916005910044286
4	3.5432693786508684
5	3.5483003747422295
6	3.5339044272070574
7	3.542224258353838
8	3.483483968972626
9	3.5086226365927424
10	3.471725368472917
11	3.438465660602732
12	3.3720447675615697
13	3.4303668681122743
14	3.4461749228606573
15	3.371619509739156
16	3.340799022168258
17	3.3653330499312273
18	3.2846774570683723
19	3.2729619702750776
20	3.2867339635407045
21	3.270358627417795
22	3.2577257061417444
23	3.239279168567475
24	3.2192030513042544
25	3.1995807802591805
